,Text,Date,Year,hashtag,Cleaned
597,#MannKiBaat likhta mai jarur agar koi samaj pata..sabdo mai apna mann agar mai baya kar pata..,2014-12-23,2014,['MannKiBaat'],likhta jarur agar samaj patasabdo apna mann agar baya pata
598,"Wither #Mannkibaat? BJP govt in #Goa sleeps on explosive probe report on police politician drug mafia nexus in Goa
http://t.co/GlH0eosxoo",2014-12-23,2014,"['Mannkibaat', 'Goa']",wither govt sleeps explosive probe report police politician drug mafia nexus
599,RT kapsology: What next? Modi wl give 1 hr 'bhashan' on not throwing acid during #mannkibaat? Ppl elected u for action not for bhashan! #...,2014-12-23,2014,['mannkibaat'],kapsology what next modi give bhashan throwing acid during elected action bhashan
600,What next? Modi wl give 1 hr 'bhashan' on not throwing acid during #mannkibaat? Ppl elected u for action not for bhashan! #StopAcidAttack,2014-12-23,2014,"['mannkibaat', 'StopAcidAttack']",what next modi give bhashan throwing acid during elected action bhashan
601,"Fb Rehan Khan

न्यूज़ में अब #MannKiBaat 

 Modia कितना चाहते थे अब्दुल्ला हारे 
    अफसोस वो 1 जगह जीत गया ;) &gt; http://t.co/D9IIkTDJdN",2014-12-23,2014,['MannKiBaat'],rehan khan modia
603,#KejriwalTaughtMe daro mat suno apne #mannkibaat,2014-12-23,2014,"['KejriwalTaughtMe', 'mannkibaat']",daro suno apne
604,So this year has been a usual one.. People wanting to broadcast #MannKiBaat but disappearing away when it comes to hear our Mann Ki baat!,2014-12-23,2014,['MannKiBaat'],this year been usual people wanting broadcast disappearing away when comes hear mann baat
606,Conversion or anti-conversion #MODI playing a #maunmohan. #MannKiBaat tho bolo ji.,2014-12-23,2014,"['MODI', 'maunmohan', 'MannKiBaat']",conversion anticonversion playing bolo
607,#MannKiBaat while India is secular why #Irbm on Indian Hindu families only ? @BJP4India @cpispeak @cpimspeak @MamtaBenrjee @rsprasad,2014-12-22,2014,"['MannKiBaat', 'Irbm']",while india secular indian hindu families only
608,#MannKiBaat while India is secular why #Irbm on Indian Hindu families only ?  @arunjaitley @Swamy39 @VHPAP @SanghParivarOrg @VHPsampark,2014-12-22,2014,"['MannKiBaat', 'Irbm']",while india secular indian hindu families only
609,#MannKiBaat while India is secular why #Irbm on Indian Hindu families only ? @PMOIndia @narendramodi @DVSBJP @NajmaHeptulla @SushmaSwaraj,2014-12-22,2014,"['MannKiBaat', 'Irbm']",while india secular indian hindu families only
610,@PMOIndia @narendramodi lot of things said in #MannKiBaat about drugs....its time to act. please sack and put the culprits behind bar,2014-12-22,2014,['MannKiBaat'],things said about drugsits time please sack culprits behind
611,"@DrunkVinodMehta sir its just bcz parl is d stage to discuss Not a One way coneversation just like election rallies,#MannKiBaat #MannkeSawal",2014-12-22,2014,"['MannKiBaat', 'MannkeSawal']",just parl stage discuss coneversation just like election rallies
612,"#MannKiBaat No other Song of any human is a match to Song of God! #BhagwadGita yes! ther's only one Holy Book 4d Mankind! it's life""",2014-12-22,2014,"['MannKiBaat', 'BhagwadGita']",other song human match song thers only holy book mankind life
613,All do what ur heart says ! #dilkisunno #mannkibaat,2014-12-22,2014,"['dilkisunno', 'mannkibaat']",what heart says
614,"@BDUTT @tinucherian @nakalcheebandar Read that, but are you sure these MPs are not echoing Modi's #MannKiBaat ? Maunam Sammati Lakshanam, No",2014-12-22,2014,['MannKiBaat'],read that sure these echoing modis maunam sammati lakshanam
615,"When his own #Parivar doesn't care for his #MannKiBaat on #LakshmanRekha, why torture rest of #India with meaningless sermons?",2014-12-22,2014,"['Parivar', 'MannKiBaat', 'LakshmanRekha', 'India']",when doesnt care torture rest with meaningless sermons
616,India is no longer interested in #MannKiBaat.  What we need is #KaamKiBaat or #DhangKiBaat. Can the #PM control #Hindutava fringe elements?,2014-12-22,2014,"['MannKiBaat', 'KaamKiBaat', 'DhangKiBaat', 'PM', 'Hindutava']",india longer interested what need control fringe elements
617,"Modi ji's #mannkibaat  focussed on #drugs,Manjithia summoned for drug smuggling.elections round the corner.between the lines #missionPunjab?",2014-12-22,2014,"['mannkibaat', 'drugs', 'missionPunjab']",modi focussed manjithia summoned drug smugglingelections round cornerbetween lines
618,"Sports: #DrugsFreeIndia #TroubleFreeIndia http://t.co/SsrrQfqlZ8
#MannKiBaat",2014-12-22,2014,"['DrugsFreeIndia', 'TroubleFreeIndia', 'MannKiBaat']",sports
619,"has issued summons against #Punjab Rev Min Manjithia in #DrugScam.
BJP-ally SAD shud recall PM's DRUGS' speech in #MannKiBaat n expel him""",2014-12-21,2014,"['Punjab', 'DrugScam', 'MannKiBaat']",issued summons against manjithia bjpally shud recall drugs speech expel
620,"ED has issued summons against #Punjab Rev Min Manjithia in #DrugScam.
BJP-ally SAD shud recall PM's DRUGS' speech in #MannKiBaat n expel him",2014-12-21,2014,"['Punjab', 'DrugScam', 'MannKiBaat']",issued summons against manjithia bjpally shud recall drugs speech expel
621,"..ModiSahab #BerojGar yuvao ko #RojGar chahiye,
Aur Har hath ko Kaam..Ye #DharmParivartan kis
chidia ka naam! #Mannkibaat @drrakeshparikh",2014-12-21,2014,"['BerojGar', 'RojGar', 'DharmParivartan', 'Mannkibaat']",modisahab yuvao chahiyeaur hath kaamye kischidia naam
622,"I don't believe in second chances. Just
don't fuck up the first time !! :( 

#MannKiBaat #NotCopied -_-

#GoodNightAwl :D",2014-12-21,2014,"['MannKiBaat', 'NotCopied', 'GoodNightAwl']",dont believe second chances justdont fuck first time
623,We should not make #MannKiBaat a political issue #Seedhibaat,2014-12-21,2014,"['MannKiBaat', 'Seedhibaat']",should make political issue
626,What does @PMOIndia have to say abt an ally's State Minister being Qd by ED on being part of a major drug racket? #Majithia #MannKiBaat,2014-12-21,2014,"['Majithia', 'MannKiBaat']",what does have allys state minister being being part major drug racket
627,"Don't let yourself be controlled by
three things: People, money and your
past experiences !! 

#MannKiBaat #Copied :( :3",2014-12-21,2014,"['MannKiBaat', 'Copied']",dont yourself controlled bythree things people money yourpast experiences
628,D3:Have the courage to say no (to drugs) &amp;reject drugs. Tell your friends the same too: PM @narendramodi #MannKiBaat #DrugsFreeIndia,2014-12-21,2014,"['MannKiBaat', 'DrugsFreeIndia']",dhave courage drugs ampreject drugs tell your friends same
629,Summons to B Majithia by ED is d first salvo fired from BJP's ammunition at Akali's.This was expected after @PMOIndia shared his #MannKiBaat,2014-12-21,2014,['MannKiBaat'],summons majithia first salvo fired from bjps ammunition akalisthis expected after shared
630,"#Punjab: Minister Bikram Singh Majithia, brother of Union Minister Harsimrat Kaur Badal summoned by #ED. http://t.co/ldwYvgfGmL #MannKiBaat",2014-12-21,2014,"['Punjab', 'ED', 'MannKiBaat']",minister bikram singh majithia brother union minister harsimrat kaur badal summoned
631,Looks like He skipped #MannKiBaat  http://t.co/vE4vlvbZgO,2014-12-21,2014,['MannKiBaat'],looks like skipped
632,"@YusufDFI it only works when vision is backed up by fast decisions, quick actions and in-time implementations!! so far only #MannKiBaat",2014-12-21,2014,['MannKiBaat'],only works when vision backed fast decisions quick actions intime implementations only
633,"Razz: Drugs brings 3 things. I call them 3D- Darkness, Destruction and Devastation: PM @narendramodi during #MannKiBaat radio programme""",2014-12-21,2014,['MannKiBaat'],razz drugs brings things call them darkness destruction devastation during radio programme
634,"I urge celebrities- sportsman, film personalities, from all walks of life people must spread awareness on the issue: PM #MannKiBaat",2014-12-21,2014,['MannKiBaat'],urge celebrities sportsman film personalities from walks life people must spread awareness issue
635,"Laudable message, but Govt shud work to eradicate the drug mafia: Majeed Memon, NCP on PMs #MannKiBaat",2014-12-21,2014,['MannKiBaat'],laudable message govt shud work eradicate drug mafia majeed memon
636,Can someone share an MP3 audio of the Prime Minister’s #MannKiBaat Thanks!,2014-12-21,2014,['MannKiBaat'],someone share audio prime ministers thanks
637,No gvt can absolve itself of the responsibility of women getting raped on the streets. Passing the buck is pathetic  #MannKiBaat,2014-12-21,2014,['MannKiBaat'],absolve itself responsibility women getting raped streets passing buck pathetic
645,@divya5521 Looks like he skipped #MannKiBaat    @IndianExpress,2014-12-20,2014,['MannKiBaat'],looks like skipped
646,"🌞 Missing you surya deva
#MannKiBaat",2014-12-20,2014,['MannKiBaat'],missing surya deva
647,"She: new year ka kya plan hai..??

He: mujhe kya pata, new year se he puch le.. 😝😜😂

#MannKiBaat",2014-12-20,2014,['MannKiBaat'],year plan haihe mujhe pata year puch
648,"Child: Mom, how come computers are so smart?
Mother: Because they listen to their motherboards! 
#MannKiBaat",2014-12-20,2014,['MannKiBaat'],child come computers smartmother because they listen their motherboards
651,"हमें तो हमारे जानने वाले रिश्तेदार ही गिफ्ट नहीं देते तो Santa Clause क्या घंटा देगा,वो तो मुझे जानता भी नहीं है ।
#MannKiBaat",2014-12-20,2014,['MannKiBaat'],santa clause
652,"Puri bottle whiskey aaj gadak li,
Biwi ne bas  kaha tha, aaj PK dikha do.....🍺
😜😂
#MannKiBaat",2014-12-20,2014,['MannKiBaat'],puri bottle whiskey gadak libiwi kaha dikha
653,"सेक्युलर मीडिया &amp; Movies सिर्फ हिन्दू धर्म और धर्म गुरुओं का मज़ाक उड़ाता पर किसी और धर्म, गुरुओं का नहीं!
आख़िर क्यों ??
#MannKiBaat",2014-12-20,2014,['MannKiBaat'],movies
655,UNO Speak On Terrorism Now.  Why Innocent People should Suffer? http://t.co/xSbLXMHgCi  #MannKiBaat http://t.co/neiLpRLibw,2014-12-20,2014,['MannKiBaat'],speak terrorism innocent people should suffer
660,"@narendramodi In the next #Mannkibaat would like to hear one big-bang action. While results take time, big-bang actions keep people glued.",2014-12-20,2014,['Mannkibaat'],next would like hear bigbang action while results take time bigbang actions keep people glued
661,@narendramodi In the next #Mannkibaat would like to hear the objective goals for this FY and the status on achieving those.,2014-12-20,2014,['Mannkibaat'],next would like hear objective goals this status achieving those
662,"""Drugs brings 3 things. I call them 3D- Darkness, Destruction and Devastation: PM @narendramodi during #MannKiBaat radio programme""",2014-12-19,2014,['MannKiBaat'],drugs brings things call them darkness destruction devastation during radio programme
663,Crocodile tears! @girirajsinghbjp #MannKiBaat on #PeshawarAttack http://t.co/7NM4XTSNZc Then deleted &amp; replaced with https://t.co/UvkPiYUJWD,2014-12-19,2014,"['MannKiBaat', 'PeshawarAttack']",crocodile tears then deleted replaced with
664,"Congress should do something to counter Modi's #MannKiBaat.
Maybe Sonia could ask Rahul to start a programme called Son Ki Baat.
#JustChill",2014-12-19,2014,"['MannKiBaat', 'JustChill']",congress should something counter modis maybe sonia could rahul start programme called baat
666,A #DrugFreeIndia can stop terror funding. Do it for #Peshawar #Sydney #Humanity Say no 2 #Drugs #AUSvIND #MannKiBaat http://t.co/FijWs1u3JJ,2014-12-19,2014,"['DrugFreeIndia', 'Peshawar', 'Sydney', 'Humanity', 'Drugs', 'AUSvIND', 'MannKiBaat']",stop terror funding
667,#whatiwantforchristmas? Not a lecture on #GoodGovernance for sure. That's my #MannKiBaat,2014-12-19,2014,"['whatiwantforchristmas', 'GoodGovernance', 'MannKiBaat']",lecture sure thats
668,"""@PMOIndia: This is a psycho-socio-medical problem and we need to see it this way: PM during #MannKiBaat radio programme""",2014-12-19,2014,['MannKiBaat'],this psychosociomedical problem need this during radio programme
669,"Youngistaan nominated for Oscars?
What's next? Rahul Gandhi for PM in
2019? 

#MannKiBaat #NotJustSaying :D ;)",2014-12-19,2014,"['MannKiBaat', 'NotJustSaying']",youngistaan nominated oscarswhats next rahul gandhi
671,"""Kahin mere mann ki baat sach me logon ko pata chal gayi toh?"" ~ #MODI
#MannKiBaat",2014-12-19,2014,"['MODI', 'MannKiBaat']",kahin mere mann baat sach logon pata chal gayi
673,"#BolModiBol 
 #Kuraj #MannKiBaat 
 गुड़ मॉर्निंग...
सुबह सुबह (cont) http://t.co/XnrkhmNDi4",2014-12-19,2014,"['BolModiBol', 'Kuraj', 'MannKiBaat']",cont
674,RT justicearnab: PMO forcing pvt radio channels to live broadcast his #MannKiBaat. Delhi Police banned AAP's jingle on its boss' order. b...,2014-12-19,2014,['MannKiBaat'],justicearnab forcing radio channels live broadcast delhi police banned aaps jingle boss order
675,PMO forcing pvt radio channels to live broadcast his #MannKiBaat. Delhi Police banned AAP's jingle on its boss' order. bahut nainsafi hai,2014-12-19,2014,['MannKiBaat'],forcing radio channels live broadcast delhi police banned aaps jingle boss order bahut nainsafi
676,Pushing private FM channels to air #MannKiBaat programme is not right. It should b done voluntarily not forcefully.,2014-12-19,2014,['MannKiBaat'],pushing private channels programme right should done voluntarily forcefully
677,"#BolModiBol 
 #Kuraj #MannKiBaat 
 गुड़ मॉर्निंग...
सुबह सुबह (cont) http://t.co/8VOKVYLl1N",2014-12-19,2014,"['BolModiBol', 'Kuraj', 'MannKiBaat']",cont
678,PMO pushes pvt FM channels to air #MannkiBaat - Hindustan Times http://t.co/u7xTR7QGPz via @sharethis,2014-12-19,2014,['MannkiBaat'],pushes channels hindustan times
679,Dear @narendramodiji kabhi kabar apne #MannKiBaat Parliament mein bhi kar liya karo....!!!,2014-12-19,2014,['MannKiBaat'],dear kabhi kabar apne parliament mein liya karo
680,"Dear #PM, why not say some #MannKiBaat in Parliament also. Let MPs &amp; public also know your plans &amp; feelings  on #GharWapsi.",2014-12-19,2014,"['PM', 'MannKiBaat', 'GharWapsi']",dear some parliament also public also know your plans feelings
681,HT reports that PMO pushes Pvt FM channels to relay #MannkiBaat. So? What's wrong in broadcasting a PM's non partisan address to the nation?,2014-12-19,2014,['MannkiBaat'],reports that pushes channels relay whats wrong broadcasting partisan address nation
682,"We were HAPPY to carry #MannKiBaat It was VOLUNTARY: Sec-Gen, Radio Operators Association but @htTweets feels @PMOIndia ""pushed"" FM channels",2014-12-19,2014,['MannKiBaat'],were happy carry voluntary secgen radio operators association feels pushed channels
683,"@AmirKingKhan PK wala Radio do zara, #MannKiBaat Andar kuch hai nahi?",2014-12-18,2014,['MannKiBaat'],wala radio zara andar kuch nahi
684,@M0DI_G bulndi happy birthday to you #MannKiBaat,2014-12-18,2014,['MannKiBaat'],bulndi happy birthday
685,"All opposition parties in Rajyasabha want to know @narendramodi 's #MannKiBaat on conversion issue. Even if he speaks, opposition can't",2014-12-18,2014,['MannKiBaat'],opposition parties rajyasabha want know conversion issue even speaks opposition cant
686,"Did @JhaSanjay follow PM s #MannKiBaat n try to quit #drugs 
He has inspired young congis to get #drugaddicted

#DrugFreeIndia #MannKiBaat",2014-12-18,2014,"['MannKiBaat', 'drugs', 'drugaddicted', 'DrugFreeIndia', 'MannKiBaat']",follow quit inspired young congis
687,"@Aneela_Nadar @randheer_singh @BiggBossage @JacquelineDsou4 Bakhts dont understand,Mandate was for Modi to WORK, but to talk on #MannKiBaat",2014-12-18,2014,['MannKiBaat'],bakhts dont understandmandate modi work talk
688,#ARTISTPUSH on #SESSiON  #AHSFREAKSHOW #WSHH promo:@TonyYayo @DJWhooKid @WatchTheDuck [Frosted Leaf]:http://t.co/14fGCdGHDY *#MannKiBaat,2014-12-18,2014,"['ARTISTPUSH', 'SESSiON', 'AHSFREAKSHOW', 'WSHH', 'MannKiBaat']",promo frosted leaf
690,Kerala government decides to give liquor license to 418 bars in the state. Modi's #Mannkibaat,2014-12-18,2014,['Mannkibaat'],kerala government decides give liquor license bars state modis
691,"Nobody cares how much you know, until they know how much you care.. :) :)
#MannKiBaat #Gharwapsi http://t.co/uCaka5sEtt",2014-12-18,2014,"['MannKiBaat', 'Gharwapsi']",nobody cares much know until they know much care
692,@PMOIndia Desh me hinduo ka christian &amp; muslim conversion sampurn desh ki asli #MannKiBaat he isse muh mat modiye.desh ki awaz sune sarkar.,2014-12-18,2014,['MannKiBaat'],desh hinduo christian muslim conversion sampurn desh asli isse modiyedesh awaz sune sarkar
694,Actually Modi ji has come to the Rajya Sabha to shw his designer suit! #MannKiBaat urf #juthibaat  #Gharwapsi! @INCIndia @KBByju @vidyarthee,2014-12-18,2014,"['MannKiBaat', 'juthibaat', 'Gharwapsi']",actually modi come rajya sabha designer suit
695,@divyangana mere #MannKiBaat,2014-12-18,2014,['MannKiBaat'],mere
704,"@BabaGlocal Also, #MannKiBaat :p",2014-12-18,2014,['MannKiBaat'],also
705,@PMOIndia #MannKiBaat #DrugFreeIndia Mission ? MP govt offsets fuel price cut but makes cigarettes cheaper http://t.co/4P3bJfMkmk  #smoking,2014-12-18,2014,"['MannKiBaat', 'DrugFreeIndia', 'smoking']",mission govt offsets fuel price makes cigarettes cheaper
706,#MannKiBaat  was originally started by John Connor in Terminator Salvation,2014-12-18,2014,['MannKiBaat'],originally started john connor terminator salvation
707,"After last #MannKiBaat of Modi ji.
An incredible attempt for #NashaMuktBharat. http://t.co/mCSVANeR7q",2014-12-18,2014,"['MannKiBaat', 'NashaMuktBharat']",after last modi jian incredible attempt
708,"http://t.co/dVrilmte7G
@narendramodi effect! #MannKiBaat 
@DrJwalaG @AnubhaShukla7 @upma23 @MumbaikiGirl @bhardwajneet @dattuvarma10",2014-12-18,2014,['MannKiBaat'],effect
709,"RT “@pramod7224: Subramaniyam Swami apne #MannKiBaat karte hue Owaisi se..
@kapsology @DrunkVinodMehta http://t.co/LlsiSkpPM8”",2014-12-18,2014,['MannKiBaat'],subramaniyam swami apne karte owaisi
710,"Is that supposed to be #MannKiBaat ? :) http://t.co/DjLSW3FnTQ""",2014-12-17,2014,['MannKiBaat'],that supposed
712,"No reforms, Rupee at historical low..Fiscal deficit expanding; GDP shrinking.  Only #MannkiBaat &amp; #Gharwapsi!!! LOL Thank you @narendramodi",2014-12-17,2014,"['MannkiBaat', 'Gharwapsi']",reforms rupee historical lowfiscal deficit expanding shrinking only thank
713,"“@pramod7224: Subramaniyam Swami apne #MannKiBaat karte hue Owaisi se..
@kapsology @DrunkVinodMehta http://t.co/lgiPs0wWY4”",2014-12-17,2014,['MannKiBaat'],subramaniyam swami apne karte owaisi
714,@madhukishwar @DrunkVinodMehta @narendramodi he is reporting thru rallies&amp; #MannKiBaat &amp; must b commended 4 using all his time 4 reporting,2014-12-17,2014,['MannKiBaat'],reporting thru ralliesamp must commended using time reporting
715,"No reforms..Rupee at historical low..Fiscal deficit expanding; GDP shrinking.Only #MannkiBaat &amp; Gharwapsi!!! LOL",2014-12-17,2014,['MannkiBaat'],reformsrupee historical lowfiscal deficit expanding shrinkingonly gharwapsi
716,"""@PMOIndia: This is a psycho-socio-medical problem and we need to see it this way: PM during #MannKiBaat radio programme""",2014-12-17,2014,['MannKiBaat'],this psychosociomedical problem need this during radio programme
717,"By demanding PM to speak on every issue,The opposition have exposed themselves as fans of #MannKiBaat want to hear him more ! #HouseOfChaos",2014-12-17,2014,"['MannKiBaat', 'HouseOfChaos']",demanding speak every issuethe opposition have exposed themselves fans want hear more
718,"Ve changa naiyo keeta beeba
Dil mera tod ke
Ve bada pachhtaiyaan akhaan
Naal tere jod ke
#mannkibaat",2014-12-17,2014,['mannkibaat'],changa naiyo keeta beebadil mera keve bada pachhtaiyaan akhaannaal tere
719,Seems BJP take #MannKiBaat  lightly Otherwise they could have caught 4/5 drugs smugglers daily #BJPBetraysDelhi #MufflerMan,2014-12-17,2014,"['MannKiBaat', 'BJPBetraysDelhi', 'MufflerMan']",seems take lightly otherwise they could have caught drugs smugglers daily
720,Seems even BJP workers take #MannKiBaat lightly Otherwise they could have caught 4/5 drugs smugglers daily,2014-12-17,2014,['MannKiBaat'],seems even workers take lightly otherwise they could have caught drugs smugglers daily
721,"Just Finished !! 󾌵  

Very Inspiring !! :-)
#MannKiBaat — feeling motivated",2014-12-17,2014,['MannKiBaat'],just finished very inspiring feeling motivated
722,"25 yrs jail 4 #Drugaddict 4 killing 2.JUD says #MannKiBaat by PM
Then I request #Namo 2 tell hang #rapists juveniles too
#delhishamedagain",2014-12-17,2014,"['Drugaddict', 'MannKiBaat', 'Namo', 'rapists', 'delhishamedagain']",jail killing says pmthen request tell hang juveniles
723,"That awkward moment when my Life is so awkward !! 󾌣  😐 

#NotJustSaying #MannKiBaat 󾍀 — feeling awkward",2014-12-17,2014,"['NotJustSaying', 'MannKiBaat']",that awkward moment when life awkward feeling awkward
724,"@DrunkVinodMehta Can't understand the need for #MannKiBaat after so many rallies. Like, asking for one more peg after getting dead drunk",2014-12-17,2014,['MannKiBaat'],cant understand need after many rallies like asking more after getting dead drunk
725,@tterIndia @thebakwaashour all of them must keep their #MannKiBaat in mann only,2014-12-17,2014,['MannKiBaat'],them must keep their mann only
726,PM @narendramodi on effective parenting: http://t.co/K5G80lxCvN via @YouTube #MannKiBaat,2014-12-17,2014,['MannKiBaat'],effective parenting
727,RT Chutiya_Policy: boss ye aapka chela 22 saal se #MannKiBaat kar raha hai narendramodi http://t.co/qnk7pH968C,2014-12-17,2014,['MannKiBaat'],chutiya_policy boss aapka chela saal raha narendramodi
728,"VenKanhaiya Laal ji!
#MannKiBaat 
#BandeMeinHaiDum 
Delhi http://t.co/DgqfrTYhhB",2014-12-17,2014,"['MannKiBaat', 'BandeMeinHaiDum']",venkanhaiya laal delhi
730,"RT justicearnab: .narendramodi sir, can we dissolve parliament and make Twitter India's parliament? this is my #MannKiBaat.",2014-12-17,2014,['MannKiBaat'],justicearnab narendramodi dissolve parliament make twitter indias parliament this
731,"""@narendramodi: Join #MannKiBaat radio programme. http://t.co/FjPLQPGMU1""
""Joined Interact with PM
suggesting every 72hrs
waiting for reply""",2014-12-17,2014,['MannKiBaat'],join radio programme interact with pmsuggesting every hrswaiting reply
732,"""@PMOIndia: Your letters become an inspiration for me: PM @narendramodi during #MannKiBaat""
""इंटरएक्ट विथ पीएम की सूचनाओं पर विचार होता है?""",2014-12-17,2014,['MannKiBaat'],your letters become inspiration during
733,"RT @justicearnab ==&gt; @narendramodi sir, can we dissolve parliament and make Twitter India's parliament? this is my #MannKiBaat.",2014-12-17,2014,['MannKiBaat'],dissolve parliament make twitter indias parliament this
735,"#DrugFreeIndia #PM #NarendraModi #PMO #MannKiBaat
PM Narendra Modi : Come Join hands for a ‘drugs-free India’ http://t.co/5zZTxTeUog",2014-12-17,2014,"['DrugFreeIndia', 'PM', 'NarendraModi', 'PMO', 'MannKiBaat']",narendra modi come join hands drugsfree india
736,"NaMo's #SwachhBharatAbhiyan #JanDhanYojana #MannKiBaat   #SadasyataMahaAbhiyan , are great examples of  #MultiplierModi @narendramodi  2/3",2014-12-17,2014,"['SwachhBharatAbhiyan', 'JanDhanYojana', 'MannKiBaat', 'SadasyataMahaAbhiyan', 'MultiplierModi']",namos great examples
737,I support #NarendraModi for his views in #MannKiBaat for #DrugFreeIndia,2014-12-17,2014,"['NarendraModi', 'MannKiBaat', 'DrugFreeIndia']",support views
739,"@ShashiTharoor @narendramodi ...must be on some trip if not, #MannKiBaat or #SwachhBharat or may be promoting #goodgovernanceday #NaMo",2014-12-17,2014,"['MannKiBaat', 'SwachhBharat', 'goodgovernanceday', 'NaMo']",must some trip promoting
740,#Punjab: #Ludhiana: De-addiction centre faces staff shortage http://t.co/pEavIdXSkJ #MannKiBaat,2014-12-17,2014,"['Punjab', 'Ludhiana', 'MannKiBaat']",deaddiction centre faces staff shortage
741,"Bhakto ka logic
#MannKiBaat 
#Gharwapsi 
#Taliban
Terrorism
Delhi http://t.co/02yCij5XOR",2014-12-17,2014,"['MannKiBaat', 'Gharwapsi', 'Taliban']",bhakto logic
742,"वो सुबह कभी तो आएगी 
और प्रधान सेवक की नींद खुलवाएगी 
Taliban #Gharwapsi Terrorism
#MannKiBaat Delhi
#Peshawar http://t.co/N414cHMDtY",2014-12-17,2014,"['Gharwapsi', 'MannKiBaat', 'Peshawar']",taliban terrorism delhi
743,"""@pramod7224: Subramaniyam Swami apne #MannKiBaat karte hue Owaisi se..
@kapsology @DrunkVinodMehta http://t.co/POjR1xpEa4"" @swamy39",2014-12-17,2014,['MannKiBaat'],subramaniyam swami apne karte owaisi
744,Akalis want MP &amp; R'than to stop poppy smuggling to Punjab. Didn't the PM share his #MannKiBaat with his BJP CMs?@bhagwantmann @AAPforINDIA,2014-12-17,2014,['MannKiBaat'],akalis want rthan stop poppy smuggling punjab didnt share with
745,"RT SanDeepchouksy: Peshawar
#IndvsAus
#AUSvIND
#MannKiBaat
Pakistan
DDLJ
#PakSchoolSiege
#TotalCrackdown
Taliban",2014-12-16,2014,"['IndvsAus', 'AUSvIND', 'MannKiBaat', 'PakSchoolSiege', 'TotalCrackdown']",sandeepchouksy peshawar
746,"Thoda bahut Psychology bhi padhaana chahiye school mein. #MannKiBaat
@PMOIndia @HMOIndia",2014-12-16,2014,['MannKiBaat'],thoda bahut psychology padhaana chahiye school mein
748,"""@PMOIndia: Your letters become an inspiration for me: PM @narendramodi during #MannKiBaat""",2014-12-16,2014,['MannKiBaat'],your letters become inspiration during
749,"""@narendramodi: All set for #MannKiBaat! See you on air. http://t.co/7JoOUSObjj""     i am going in cricket please help me (PRASHANT) HARYANA",2014-12-16,2014,['MannKiBaat'],going cricket please help prashant haryana
751,"""@pramod7224: Subramaniyam Swami apne #MannKiBaat karte hue Owaisi se..
@kapsology @DrunkVinodMehta http://t.co/lTM9PQqCaK""",2014-12-16,2014,['MannKiBaat'],subramaniyam swami apne karte owaisi
753,"#MannKiBaat 
 आओ खेद करें

प्रधान सेवक के देश (cont) http://t.co/MBmk6cd9sn",2014-12-16,2014,['MannKiBaat'],cont
755,Log apni biwi ki #mannkibaat samjhte nhi ... Puri duniyaa ko updesh dene chalte hai... . Hypocrisy #pollutedmini... https://t.co/p5Jzoa3xDu,2014-12-16,2014,"['mannkibaat', 'pollutedmini']",apni biwi samjhte puri duniyaa updesh dene chalte hypocrisy
756,"As INR depreciates, NRI Appreciates And ##BandeMeHaiDam supporters say we r Anti People
Amit mama #MannKiBaat 
Delhi http://t.co/9SUoOvIRb6",2014-12-16,2014,"['BandeMeHaiDam', 'MannKiBaat']",depreciates appreciates supporters anti peopleamit mama delhi
757,"Shauk hi karna hai to safe driving ka kro,
Drunkun driving k shauk me kya rakha hai
#MannKiBaat #NarendraModi  #DrugsFreeIndia",2014-12-16,2014,"['MannKiBaat', 'NarendraModi', 'DrugsFreeIndia']",shauk karna safe driving krodrunkun driving shauk rakha
758,Log apni biwi ki #mannkibaat samjhte nhi ... Puri duniyaa ko updesh dene chalte hai... . Hypocrisy #pollutedmini... https://t.co/p5Jzoa3xDu,2014-12-16,2014,"['mannkibaat', 'pollutedmini']",apni biwi samjhte puri duniyaa updesh dene chalte hypocrisy
759,"Shauk hi rakhna hai to ladkiyo ki izzat karne ka rakho, nashe k shauk me kya rakha hai #MannKiBaat #NarendraModi",2014-12-16,2014,"['MannKiBaat', 'NarendraModi']",shauk rakhna ladkiyo izzat karne rakho nashe shauk rakha
760,@aartic02 @DrKumarVishwas : Log apni biwi ki #mannkibaat samjhte nhi..Puri duniyaa ko updesh dene chalte hai..Hypocrisy #pollutedminister PM,2014-12-16,2014,"['mannkibaat', 'pollutedminister']",apni biwi samjhte nhipuri duniyaa updesh dene chalte haihypocrisy
761,What an awesome day it was :) #MannKiBaat #friends #ForeverYoung #excitedtoseeeveryone #excited,2014-12-16,2014,"['MannKiBaat', 'friends', 'ForeverYoung', 'excitedtoseeeveryone', 'excited']",what awesome
762,Log apni biwi ki #mannkibaat samjhte nhi ... Puri duniyaa ko updesh dene chalte hai... . Hypocrisy #pollutedmini... https://t.co/p5Jzoa3xDu,2014-12-16,2014,"['mannkibaat', 'pollutedmini']",apni biwi samjhte puri duniyaa updesh dene chalte hypocrisy
763,#Modi's drug speech put's #Punjab Govt in a spot. #MannKiBaat #AllIndiaRadio #DrugFreeIndia http://t.co/FU07AUrrBr,2014-12-16,2014,"['Modi', 'Punjab', 'MannKiBaat', 'AllIndiaRadio', 'DrugFreeIndia']",drug speech puts govt spot
